judgement_id,tribunal,chamber,chamber_group,hearing_datetime,decision_datetime,created_datetime,publication_datetime,last_updatedtime,file_number,file_no_1,file_no_2,file_no_3,reported_number,reported_no_1,reported_no_2,reported_no_3,neutral_citation_number,ncn_year,ncn_code1,ncn_citation,ncn_code2,claimant,respondent,notes,is_published,subcategory_id,sec_subcategory_id,keywords,decision_type
1022,,,,,1/28/2003,3/3/2003,3/3/2003,1/30/2006,,CSI,744,2002,,I,1,04,,,,,,,,"Disablement benefit - assessment of disablement - prescribed degree of disablement - Schedule 2 of the Social Security (General Benefit) Regulations 1982

An appeal tribunal decided that there had been a loss of faculty arising from a relevant accident and assessed the disablement resulting from the loss of faculty. The claimant appealed to the Commissioner. It was argued that the tribunal had failed to have regard to the provisions of regulation 11(8) of the Social Security (General Benefit) Regulations 1982 in the context of Schedule 2 of those regulations. The claimant's representative drew support from paragraph 16 of R(I) 5/95.

Held, dismissing the appeal, that:

1.	the provisions of regulation 11(8) were permissive; 

2.	in R(I) 5/95, the Commissioner had stated that the assessment of disablement was largely a matter of judgement. However, the Commissioner's view in that case that it was incumbent on a tribunal to indicate to what extent it had had regard to Schedule 2 should not be taken as laying down a general rule in every case.",1,203,,,
1023,,,,,1/28/2003,3/3/2003,3/3/2003,4/7/2003,,CI,2668,2002,,,,,,,,,,,,"Meaning of ""in the water jetting industry""",1,187,,,
1024,,,,,1/29/2003,3/3/2003,3/3/2003,4/7/2003,,CI,4940,2001,,,,,,,,,,,,Seasonal worker - breaks in entitlement,1,205,,,
1025,,,,,1/30/2003,3/3/2003,3/3/2003,4/4/2003,,CDLA,3188,2002,,,,,,,,,,,,Medication to relieve discomfort,1,91,,,
1026,,,,,1/28/2003,3/3/2003,3/3/2003,4/7/2003,,CIB,3123,2002,,,,,,,,,,,,Whether diminished understanding of speech resulting from tinnitus to be taken into account; whether 'someone' talking in normal voice includes claimant's wife,1,159,,,
1027,,,,,1/24/2003,3/3/2003,3/3/2003,4/7/2003,,CIS,3781,2002,,,,,,,,,,,,"Tribunal must consider alternative grounds of entitlement

Tribunal must be properly constituted to consider alternative grounds of entitlement",1,248,284,,
1028,,,,,1/28/2003,3/3/2003,3/3/2003,4/7/2003,,CIS,4255,2002,,,,,,,,,,,,Extent to which social security benefits capable of being disregarded under para. 30 of schedule 9 to the Income Support (General) Regulations 1987,1,108,,,
1029,,,,,2/18/2003,3/3/2003,3/3/2003,6/22/2005,,CSIS,460,2002,,,,,,,,,,,,Equality of arms; what might be a remedy for a purported breach of Article 6,1,138,234,,
1030,,,,,1/30/2002,3/3/2003,3/3/2003,3/3/2003,,CH,2321,2002,,,,,,,,,,,,Whether housing benefit from a lodger within para. 25 of schedule 4 to the Housing Benefit (General) Regs - interpretation of common provision in the income - related regulations,1,108,,,
1031,,,,,1/30/2002,3/3/2003,,3/3/2003,,CH,2321,2002,,,,,,,,,,,,Whether housing benefit from a lodger within para. 25 of schedule 4 to the Housing Benefit (General) Regs - interpretation of common provision in the income - related regulations,0,108,,,
1032,,,,,2/4/2003,3/3/2003,3/3/2003,9/16/2006,,CH,3376,2002,,,,,,,,,,,,Apportionment of rent to joint tenant whose co-tenant has disappeared,1,129,,,
1033,,,,,2/4/2003,3/3/2003,3/3/2003,4/4/2003,,CDLA,705,2002,,,,,,,,,,,,Considering recoverability on an entitlement appeal,1,283,,,
1034,,,,,2/3/2003,3/3/2003,3/3/2003,1/30/2006,,CIS,4220,2002,,IS,2,04,,,,,,,,"Human rights - recovery of overpayments - ""fair and public hearing within a reasonable time"" - whether delay by Secretary of State in acting on information may be taken into account

The claimant was in receipt of income support by automated credit transfer. He was abroad from December 1995 to June 1996 but did not inform the Benefits Agency of his absence, with the result that payment of income support continued throughout his absence, giving rise to an overpayment. The Benefits Agency discovered the overpayment in September 1996, but did not act on the information until November 2000, when a supersession decision was made and the overpayment was determined to be recoverable. The claimant appealed. He argued before the tribunal and the Commissioner that the delay in acting on the information was in breach of his right to a fair and public hearing within a reasonable time under Article 6(1) of the European Convention on Human Rights. The tribunal held that delay prior to the making of the appeal could not be taken into account under Article 6, but that even if it could there was no breach of Article 6 because the tribunal had been able on the evidence available fairly to determine the issues.

Held, dismissing the appeal, that:

1.	the tribunal had properly explained its finding that the delay had not rendered the hearing unfair, but that did not necessarily mean that there had been no breach of the separate requirement in Article 6 that the hearing take place within a reasonable time (paragraphs 7 and 8);

2.	the correct approach to an alleged breach of that requirement is (following Dyer v. Watson) to consider first whether the time that has elapsed is one which, on its face and without more, gives cause for real concern, and only if that threshold is reached to examine the circumstances to establish whether the delay was in fact unreasonable (paragraph 9);

3.	time started to run for the purposes of Article 6 in July 2000 when the case was referred to a decision-maker for a supersession decision, as this was the point when the claimant's civil rights first required determination (paragraphs 10-23);

3.	the period from July 2000 to the appeal hearing in July 2002 was insufficient to cross the threshold which would render necessary a further examination of the circumstances (paragraph 23). 
Note: See also R(IS) 1/04.",1,138,,,
1035,,,,,2/3/2003,3/3/2003,3/3/2003,4/4/2003,,CDLA,2717,2002,,,,,,,,,,,,Obsessive compulsive disorder - intimate checking of completion of bodily functions can be attention,1,96,83,,
1036,,,,,2/10/2003,3/3/2003,3/3/2003,4/7/2003,,CH,2521,2002,,,,,,,,,,,,When claimant does not normally occupy a dwelling,1,132,,,
1037,,,,,1/31/2002,3/3/2003,3/3/2003,3/3/2003,,CDLA,2050,2002,,,,,,,,,,,,"Change of circumstances between decision of Secretary of State and decision of tribunal

Whether change can be taken into account on supersessionn of tribunal decision",1,248,,,
1038,,,,,1/31/2003,3/3/2003,3/3/2003,4/7/2003,,CIS,2056,2002,,,,,,,,,,,,Respect for family life,1,174,,,
1039,,,,,2/18/2003,3/3/2003,3/3/2003,4/7/2003,,CG,2122,2001,,,,,,,,,,,,Making of immediate adverse ICA decision when DLA not decided is not an official error after April 1997 - Limits of CG 1479 1999 explained,1,255,287,,
1040,,,,,2/18/2003,3/3/2003,3/3/2003,4/4/2003,,CDLA,5506,2002,,,,,,,,,,,,When is a claimant considered to be terminally ill?,1,85,,,
1041,,,,,1/22/2002,3/3/2003,3/3/2003,2/8/2007,,CSDLA,686,2002,,,,,,,,,,,,Contention that medical member did not accept CFS as a serious illness and that blind member could not assimilate evidence lodged at the hearing,1,284,,,
1042,,,,,2/14/2003,3/4/2003,3/4/2003,4/9/2003,,CJSA,2683,2002,,,,,,,,,,,,"Taking into account unsecured loans in calculating net proceeds of sale - If claimant had sold home to seek alternative cheaper accommodation (JSA Regulations, schedule 2, para 12 (3) )",1,212,174,,
1043,,,,,2/17/2003,3/4/2003,3/4/2003,4/7/2003,,CIB,2584,2002,,,,,,,,,,,,"The context to the vision tests and the meaning of ""bright and electric light""",1,160,,,
1044,,,,,2/19/2000,3/4/2003,3/4/2003,3/4/2003,,CSDLA,303,2000,,,,,,,,,,,,"Procedure - Natural Justice - tribunal saying that they relied on ""recent decisions of Commissioner"" without identifying the decisions - Whether breach of natural justice

Procedure - Refusal of leave to appeal to Commissioner, by Commissioner - Judicial Review - delay of 22 months in raising judicial review - case file destroyed after 14 months in accordance with departments policy under DPA 1998 - Secretary of State taking plea of mora and inconsequence that the petition should be refused",1,64,71,,
1045,,,,,2/20/2003,3/5/2003,3/5/2003,4/7/2003,,CIS,4501,2002,,,,,,,,,,,,Application of regulation 42(2A) of the Income Support (General) Regulations,1,25,,,
1046,,,,,2/21/2003,3/5/2003,10/17/2005,10/24/2005,,CCS,1018,2002,,CS,4,04,,,,,,Denson v Secretary of State for Work and Pensions [2004] EWCA Civ 2002,,"Human rights - whether 13 month time limit for bringing an appeal is in breach of Article 6

*Paragraphs 1, 21 and 22 to 29 only are reproduced.

The applicant was the absent parent of two children in respect of whom a child support maintenance assessment was made in October 1995. In June 1998 a child support appeal tribunal allowed an application for a departure direction by the parent with care. The applicant sought to challenge the tribunal decision by: (1) appeal to a Commissioner and then to the Court of Appeal, who dismissed his application for permission to appeal in June 2000 (both decisions are reported in R(CS) 2/01); (2) an unsuccessful application for review made in November 1998 and (3) an application for revision in April 2001 (revisions having replaced reviews with effect from 1 June 1999). He made no appeal against the decision on the first of those applications, but appealed against the refusal of revision to an appeal tribunal, who upheld the decision of the Secretary of State that the application had been out of time. The applicant appealed to a Commissioner, who dismissed his appeal and refused him permission to appeal to the Court of Appeal. The applicant then renewed his application to the Court of Appeal. By the time the case reached the Court of Appeal his application in April 2001 was treated as an appeal and the only issue of substance was whether the absolute time limit of thirteen months for appeals infringed Article 6 of the European Convention on Human Rights, particularly in the case of a litigant in person faced with complex procedural legislation.

Held, dismissing the application, that:

1.	the applicant's right of access to the court had not been impaired as a time limit of 13 months adequately protected the essence of his right to go to a court (paragraph 23);

2.	the period of limitation pursued a legitimate aim of ensuring legal certainty and finality to all litigation (paragraph 24);

3.	a period of 13 months is by no means disproportionate even for a litigant in person (paragraph 26).",0,38,138,,
1047,,,,,2/24/2003,3/5/2003,3/5/2003,4/4/2003,,CCS,4760,2002,,,,,,,,,,,,"Misconceived appeal is a matter of substance, not form",1,283,,,
1048,,,,,2/25/2003,3/5/2003,3/6/2003,10/3/2006,,CH,4817,2002,,H,5,04,,,,,,Adan v. London Borough of Hounslow [2004] EWCA Civ 101,,"Recovery of overpayment - calculation of overpayment - whether, under the law applicable before 2.10.00, a deduction could be made for the ""amount ... properly payable"" in respect a period after the date on which termination of income support had brought the benefit period to an end

The claimant was awarded income support and housing benefit. She subsequently started work but did not report this fact to the local authority. In December 1998 a decision was made by an adjudication officer that she was no longer entitled to income support with effect from June 1998. That decision had the effect of bringing the benefit period to an end from June for housing benefit purposes. In February 1999 the local authority determined that there was a recoverable overpayment of housing benefit in respect of the period June to December 1998, calculated as being the whole amount of housing benefit awarded for that period.
The claimant appealed on the grounds that the calculation of the recoverable amount should include a deduction under regulation 104(a) of the Housing Benefit (General) Regulations 1987 (""the Regulations"") of the ""amount ... properly payable"" during the period concerned, calculated as the amount her entitlement would have been if her earnings had been taken into account in the assessment.  The appeal tribunal rejected the appeal, considering that it was bound by the decision of the High Court in R v. Wyre Borough Counci, ex parte Lord,  which held that no such deduction could be made for any period after the termination of income support had brought the benefit period to an end. The claimant appealed to a Commissioner, who also rejected the appeal, holding that, although he was not bound by the decision in ex parte Lord, as he could see no good reason not to follow it, he would do so. The claimant appealed to the Court of Appeal. 
By the time that the case reached the Court, regulation 104 had been replaced by an amended version, effective from 2 October 2000, which it was accepted would have required the local authority to make the deduction argued for by the claimant. However the Court had to consider the effect of regulation 104(a) as it was worded at the time of the decision under appeal. 
Held, allowing the appeal, that:
1.	The words ""amount ... properly payable"" in the former regulation 104(a) should not be construed as meaning the amount of benefit to which the claimant had an entitlement. If it did, regulation 104(a) would be otiose, as the question of entitlement would already have been dealt with under regulation 98 of the Regulations (paragraph 29);
2.	to the extent that the decision in ex parte Lord held to the contrary of point 1 above, that case was wrongly decided (paragraph 30);
3.	where a change of circumstances comes to the attention of the local authority belatedly, there will be a review of the claimant's award that will take effect from a past date. If the result of the review is that the claimant continues to have an entitlement to benefit at a reduced rate for the remainder of the benefit period, the definition of ""overpayment"" in regulation 98 will itself take account of that entitlement (paragraph 39);
 4.	the cases in which the former regulation 104(a) must have been intended to have effect are those where, following review, there was no entitlement to benefit at a reduced rate, including cases where, under regulation 67(1) of the Regulations, the change of circumstances that gave rise to the review itself had the effect of bringing the benefit period to an end (paragraph 40);
5.	the words ""amount ... properly payable"" in the former regulation 104(a) must be construed, in cases where the termination of income support had brought the benefit period to an end, to mean the 
amount that should have been determined to be payable on the basis of the claim as it would have appeared if, at the time of the relevant change of circumstances, (i) the change had been reported; and (ii) a fresh claim for housing benefit had been made (paragraph 44).
The decision of the appeal tribunal was set aside and the case remitted to the local authority to recalculate the recoverable overpayment in the light of the Court's judgment.",1,133,227,,
